user_id,age,gender,location,interests,ad_id,ad_category,ad_platform,ad_type,impressions,clicks,conversion,time_spent_on_ad,day_of_week,device_type,engagement_score
U0474,46,Other,UK,Tech,A0024,Food & Beverage,Instagram,Video,12,2,1,2.15,Saturday,Desktop,0.49
U0475,53,F,Germany,Food,A0025,Gadgets,Facebook,Carousel,3,2,1,14.58,Sunday,Tablet,0.81
U0476,53,M,USA,Travel,A0026,Apparel,Instagram,Video,14,4,0,14.17,Sunday,Tablet,0.21
U0477,50,F,Australia,Fashion,A0027,Electronics,Instagram,Carousel,4,2,0,20.09,Friday,Desktop,0.35
U0478,30,Other,Australia,Gaming,A0028,Luggage,Facebook,Carousel,5,2,1,10.34,Monday,Tablet,0.65
U0479,60,M,USA,Fashion,A0029,Apparel,Facebook,Image,2,1,1,1.92,Saturday,Desktop,0.66
U0480,60,F,Germany,Travel,A0030,Food & Beverage,Instagram,Image,6,1,0,3.06,Tuesday,Tablet,0.1
U0481,49,M,India,Food,A0031,Electronics,Instagram,Carousel,12,6,0,24.03,Monday,Tablet,0.35
U0482,35,Other,USA,Food,A0032,Electronics,Instagram,Image,4,4,1,22.03,Friday,Desktop,1.0
U0483,30,M,Germany,Food,A0033,Apparel,Facebook,Carousel,12,8,1,4.06,Saturday,Tablet,0.75
U0484,40,Other,India,Food,A0034,Food & Beverage,Instagram,Image,3,1,0,15.64,Saturday,Mobile,0.24
U0485,52,Other,India,Fitness,A0035,Sportswear,Instagram,Video,7,6,0,10.38,Tuesday,Tablet,0.48
U0486,52,M,India,Travel,A0036,Food & Beverage,Instagram,Video,8,7,0,1.01,Monday,Desktop,0.44
U0487,56,M,Germany,Fashion,A0037,Sportswear,Facebook,Video,4,1,0,1.63,Sunday,Tablet,0.13
U0488,35,Other,Germany,Travel,A0038,Luggage,Facebook,Image,1,1,1,5.01,Wednesday,Tablet,0.93
U0489,33,M,Canada,Fitness,A0039,Electronics,Instagram,Carousel,15,6,0,21.98,Sunday,Desktop,0.3
U0490,29,F,Australia,Food,A0040,Luggage,Facebook,Carousel,11,4,1,24.44,Thursday,Mobile,0.68
U0491,21,F,Canada,Gaming,A0041,Gadgets,Facebook,Image,12,10,0,27.93,Saturday,Tablet,0.52
U0492,42,M,Canada,Travel,A0042,Electronics,Instagram,Carousel,10,2,1,21.24,Tuesday,Mobile,0.6
U0493,43,F,Germany,Travel,A0043,Luggage,Facebook,Image,7,4,0,5.29,Wednesday,Mobile,0.31
U0494,48,Other,Australia,Tech,A0044,Luggage,Instagram,Video,2,1,0,23.44,Tuesday,Mobile,0.35
U0495,48,Other,UK,Gaming,A0045,Gadgets,Facebook,Carousel,10,8,1,3.08,Sunday,Desktop,0.82
U0496,38,Other,Germany,Tech,A0046,Electronics,Instagram,Video,6,2,1,10.99,Saturday,Mobile,0.62
U0497,37,M,Canada,Travel,A0047,Gadgets,Facebook,Video,1,0,0,1.0,Wednesday,Mobile,0.01
U0498,23,M,Australia,Tech,A0048,Apparel,Facebook,Video,1,1,0,4.23,Thursday,Desktop,0.52
U0499,19,F,UK,Food,A0049,Luggage,Facebook,Image,9,8,0,16.92,Friday,Tablet,0.53
U0500,27,Other,Australia,Food,A0050,Electronics,Instagram,Carousel,15,1,1,2.74,Tuesday,Tablet,0.45
